scrubbed_species_binomial,trait_name,trait_value,unit,method,latitude,longitude,elevation_m,url_source,project_pi,project_pi_contact,access,id
Bromus rubens,whole plant height,0.15,m,NA,40.6,-3.75,NA,http://datadryad.org/resource/doi:10.5061/dryad.53550,Carmona CP,carlos.perez@uam.es,public,15373131
Bromus rubens,leaf area per leaf dry mass,16.073,m2.kg-1,"The same leaves used to calculate leaf area were used to calculate SLA, which is the ratio between the surface of the leaf (including the petiole) and its oven-dry weight.",40.6,-3.75,NA,http://datadryad.org/resource/doi:10.5061/dryad.53550,Carmona CP,carlos.perez@uam.es,public,15706070
Bromus rubens,leaf area,145.6,mm2,measured on two randomly selected leafs of each of the selected individuals of each species and quadrat,40.6,-3.75,NA,http://datadryad.org/resource/doi:10.5061/dryad.53550,Carmona CP,carlos.perez@uam.es,public,15705599
Bromus rubens,seed mass,1.75,mg,data compilation; average of 1000 seeds,NA,NA,NA,http://www.kew.org/data/sid ,"Liu, K., Eastwood, R.J., Flynn, S., Turner, R.M., and Stuppy, W.H.",sid@kew.org ,public,611182
Bromus rubens,whole plant height,0.14,m,NA,40.6,-3.75,NA,http://datadryad.org/resource/doi:10.5061/dryad.53550,Carmona CP,carlos.perez@uam.es,public,15372800
Bromus rubens,leaf area per leaf dry mass,37.902,m2.kg-1,"The same leaves used to calculate leaf area were used to calculate SLA, which is the ratio between the surface of the leaf (including the petiole) and its oven-dry weight.",40.6,-3.75,NA,http://datadryad.org/resource/doi:10.5061/dryad.53550,Carmona CP,carlos.perez@uam.es,public,15706028
Bromus rubens,whole plant height,0.12,m,NA,40.6,-3.75,NA,http://datadryad.org/resource/doi:10.5061/dryad.53550,Carmona CP,carlos.perez@uam.es,public,15372774
Bromus rubens,leaf area per leaf dry mass,27.484,m2.kg-1,"The same leaves used to calculate leaf area were used to calculate SLA, which is the ratio between the surface of the leaf (including the petiole) and its oven-dry weight.",40.6,-3.75,NA,http://datadryad.org/resource/doi:10.5061/dryad.53550,Carmona CP,carlos.perez@uam.es,public,15706045
Bromus rubens,leaf area,96.4,mm2,measured on two randomly selected leafs of each of the selected individuals of each species and quadrat,40.6,-3.75,NA,http://datadryad.org/resource/doi:10.5061/dryad.53550,Carmona CP,carlos.perez@uam.es,public,15705600
Bromus rubens,leaf area,135.4,mm2,measured on two randomly selected leafs of each of the selected individuals of each species and quadrat,40.6,-3.75,NA,http://datadryad.org/resource/doi:10.5061/dryad.53550,Carmona CP,carlos.perez@uam.es,public,15705596
Bromus rubens,leaf area per leaf dry mass,32.789,m2.kg-1,"The same leaves used to calculate leaf area were used to calculate SLA, which is the ratio between the surface of the leaf (including the petiole) and its oven-dry weight.",40.6,-3.75,NA,http://datadryad.org/resource/doi:10.5061/dryad.53550,Carmona CP,carlos.perez@uam.es,public,15706050
Bromus rubens,leaf area per leaf dry mass,29.183,m2.kg-1,"The same leaves used to calculate leaf area were used to calculate SLA, which is the ratio between the surface of the leaf (including the petiole) and its oven-dry weight.",40.6,-3.75,NA,http://datadryad.org/resource/doi:10.5061/dryad.53550,Carmona CP,carlos.perez@uam.es,public,15706016
Bromus rubens,seed mass,1.87,mg,data compilation; average of 1000 seeds,NA,NA,NA,http://www.kew.org/data/sid ,"Liu, K., Eastwood, R.J., Flynn, S., Turner, R.M., and Stuppy, W.H.",sid@kew.org ,public,760644
Bromus rubens,leaf area,95.1,mm2,measured on two randomly selected leafs of each of the selected individuals of each species and quadrat,40.6,-3.75,NA,http://datadryad.org/resource/doi:10.5061/dryad.53550,Carmona CP,carlos.perez@uam.es,public,15705854
Bromus rubens,leaf area,53,mm2,measured on two randomly selected leafs of each of the selected individuals of each species and quadrat,40.6,-3.75,NA,http://datadryad.org/resource/doi:10.5061/dryad.53550,Carmona CP,carlos.perez@uam.es,public,15706333
Bromus rubens,whole plant height,0.1,m,NA,40.6,-3.75,NA,http://datadryad.org/resource/doi:10.5061/dryad.53550,Carmona CP,carlos.perez@uam.es,public,15373151
Bromus rubens,whole plant height,0.13,m,NA,40.6,-3.75,NA,http://datadryad.org/resource/doi:10.5061/dryad.53550,Carmona CP,carlos.perez@uam.es,public,15372151
Bromus rubens,whole plant height,0.105,m,NA,40.6,-3.75,NA,http://datadryad.org/resource/doi:10.5061/dryad.53550,Carmona CP,carlos.perez@uam.es,public,15373152
Bromus rubens,whole plant height,0.12,m,NA,40.6,-3.75,NA,http://datadryad.org/resource/doi:10.5061/dryad.53550,Carmona CP,carlos.perez@uam.es,public,15372801
Bromus rubens,leaf area per leaf dry mass,26.889,m2.kg-1,"The same leaves used to calculate leaf area were used to calculate SLA, which is the ratio between the surface of the leaf (including the petiole) and its oven-dry weight.",40.6,-3.75,NA,http://datadryad.org/resource/doi:10.5061/dryad.53550,Carmona CP,carlos.perez@uam.es,public,15706347
Bromus rubens,leaf area,43.7,mm2,measured on two randomly selected leafs of each of the selected individuals of each species and quadrat,40.6,-3.75,NA,http://datadryad.org/resource/doi:10.5061/dryad.53550,Carmona CP,carlos.perez@uam.es,public,15705856
Bromus rubens,leaf area per leaf dry mass,35.617,m2.kg-1,"The same leaves used to calculate leaf area were used to calculate SLA, which is the ratio between the surface of the leaf (including the petiole) and its oven-dry weight.",40.6,-3.75,NA,http://datadryad.org/resource/doi:10.5061/dryad.53550,Carmona CP,carlos.perez@uam.es,public,15706021
Bromus rubens,leaf area per leaf dry mass,37.546,m2.kg-1,"The same leaves used to calculate leaf area were used to calculate SLA, which is the ratio between the surface of the leaf (including the petiole) and its oven-dry weight.",40.6,-3.75,NA,http://datadryad.org/resource/doi:10.5061/dryad.53550,Carmona CP,carlos.perez@uam.es,public,15706058
Bromus rubens,whole plant height,0.15,m,NA,40.6,-3.75,NA,http://datadryad.org/resource/doi:10.5061/dryad.53550,Carmona CP,carlos.perez@uam.es,public,15372829
Bromus rubens,leaf area,32.45,mm2,measured on two randomly selected leafs of each of the selected individuals of each species and quadrat,40.6,-3.75,NA,http://datadryad.org/resource/doi:10.5061/dryad.53550,Carmona CP,carlos.perez@uam.es,public,15705884
Bromus rubens,leaf area,105.45,mm2,measured on two randomly selected leafs of each of the selected individuals of each species and quadrat,40.6,-3.75,NA,http://datadryad.org/resource/doi:10.5061/dryad.53550,Carmona CP,carlos.perez@uam.es,public,15706327
Bromus rubens,leaf area per leaf dry mass,38.489,m2.kg-1,"The same leaves used to calculate leaf area were used to calculate SLA, which is the ratio between the surface of the leaf (including the petiole) and its oven-dry weight.",40.6,-3.75,NA,http://datadryad.org/resource/doi:10.5061/dryad.53550,Carmona CP,carlos.perez@uam.es,public,15706036
Bromus rubens,leaf area,43.8,mm2,measured on two randomly selected leafs of each of the selected individuals of each species and quadrat,40.6,-3.75,NA,http://datadryad.org/resource/doi:10.5061/dryad.53550,Carmona CP,carlos.perez@uam.es,public,15706344
Bromus rubens,leaf area per leaf dry mass,38.747,m2.kg-1,"The same leaves used to calculate leaf area were used to calculate SLA, which is the ratio between the surface of the leaf (including the petiole) and its oven-dry weight.",40.6,-3.75,NA,http://datadryad.org/resource/doi:10.5061/dryad.53550,Carmona CP,carlos.perez@uam.es,public,15706025
Bromus rubens,leaf area per leaf dry mass,30.046,m2.kg-1,"The same leaves used to calculate leaf area were used to calculate SLA, which is the ratio between the surface of the leaf (including the petiole) and its oven-dry weight.",40.6,-3.75,NA,http://datadryad.org/resource/doi:10.5061/dryad.53550,Carmona CP,carlos.perez@uam.es,public,15706073
Bromus rubens,whole plant height,0.22,m,NA,40.6,-3.75,NA,http://datadryad.org/resource/doi:10.5061/dryad.53550,Carmona CP,carlos.perez@uam.es,public,15372778
Bromus rubens,whole plant height,0.13,m,NA,40.6,-3.75,NA,http://datadryad.org/resource/doi:10.5061/dryad.53550,Carmona CP,carlos.perez@uam.es,public,15372794
Bromus rubens,whole plant height,0.13,m,NA,40.6,-3.75,NA,http://datadryad.org/resource/doi:10.5061/dryad.53550,Carmona CP,carlos.perez@uam.es,public,15373153
Bromus rubens,whole plant height,0.09,m,NA,40.6,-3.75,NA,http://datadryad.org/resource/doi:10.5061/dryad.53550,Carmona CP,carlos.perez@uam.es,public,15372785
Bromus rubens,leaf area,31,mm2,measured on two randomly selected leafs of each of the selected individuals of each species and quadrat,40.6,-3.75,NA,http://datadryad.org/resource/doi:10.5061/dryad.53550,Carmona CP,carlos.perez@uam.es,public,15705878
Bromus rubens,leaf area per leaf dry mass,45.352,m2.kg-1,"The same leaves used to calculate leaf area were used to calculate SLA, which is the ratio between the surface of the leaf (including the petiole) and its oven-dry weight.",40.6,-3.75,NA,http://datadryad.org/resource/doi:10.5061/dryad.53550,Carmona CP,carlos.perez@uam.es,public,15706078
Bromus rubens,seed mass,1.559142,mg,data compilation; average of 1000 seeds,NA,NA,NA,http://www.kew.org/data/sid ,"Liu, K., Eastwood, R.J., Flynn, S., Turner, R.M., and Stuppy, W.H.",sid@kew.org ,public,602816
Bromus rubens,leaf area,59.35,mm2,measured on two randomly selected leafs of each of the selected individuals of each species and quadrat,40.6,-3.75,NA,http://datadryad.org/resource/doi:10.5061/dryad.53550,Carmona CP,carlos.perez@uam.es,public,15706318
Bromus rubens,whole plant height,0.12,m,NA,40.6,-3.75,NA,http://datadryad.org/resource/doi:10.5061/dryad.53550,Carmona CP,carlos.perez@uam.es,public,15372787
Bromus rubens,leaf area per leaf dry mass,23.261,m2.kg-1,"The same leaves used to calculate leaf area were used to calculate SLA, which is the ratio between the surface of the leaf (including the petiole) and its oven-dry weight.",40.6,-3.75,NA,http://datadryad.org/resource/doi:10.5061/dryad.53550,Carmona CP,carlos.perez@uam.es,public,15706064
Bromus rubens,leaf area per leaf dry mass,32.984,m2.kg-1,"The same leaves used to calculate leaf area were used to calculate SLA, which is the ratio between the surface of the leaf (including the petiole) and its oven-dry weight.",40.6,-3.75,NA,http://datadryad.org/resource/doi:10.5061/dryad.53550,Carmona CP,carlos.perez@uam.es,public,15706062
Bromus rubens,whole plant height,0.05,m,NA,40.6,-3.75,NA,http://datadryad.org/resource/doi:10.5061/dryad.53550,Carmona CP,carlos.perez@uam.es,public,15373145
Bromus rubens,leaf area per leaf dry mass,27.772,m2.kg-1,"The same leaves used to calculate leaf area were used to calculate SLA, which is the ratio between the surface of the leaf (including the petiole) and its oven-dry weight.",40.6,-3.75,NA,http://datadryad.org/resource/doi:10.5061/dryad.53550,Carmona CP,carlos.perez@uam.es,public,15706055
Bromus rubens,whole plant height,0.14,m,NA,40.6,-3.75,NA,http://datadryad.org/resource/doi:10.5061/dryad.53550,Carmona CP,carlos.perez@uam.es,public,15373146
Bromus rubens,whole plant height,0.115,m,NA,40.6,-3.75,NA,http://datadryad.org/resource/doi:10.5061/dryad.53550,Carmona CP,carlos.perez@uam.es,public,15372781
Bromus rubens,leaf area per leaf dry mass,34.363,m2.kg-1,"The same leaves used to calculate leaf area were used to calculate SLA, which is the ratio between the surface of the leaf (including the petiole) and its oven-dry weight.",40.6,-3.75,NA,http://datadryad.org/resource/doi:10.5061/dryad.53550,Carmona CP,carlos.perez@uam.es,public,15706039
Bromus rubens,leaf area,81.65,mm2,measured on two randomly selected leafs of each of the selected individuals of each species and quadrat,40.6,-3.75,NA,http://datadryad.org/resource/doi:10.5061/dryad.53550,Carmona CP,carlos.perez@uam.es,public,15705852
Bromus rubens,whole plant height,0.075,m,NA,40.6,-3.75,NA,http://datadryad.org/resource/doi:10.5061/dryad.53550,Carmona CP,carlos.perez@uam.es,public,15372145
Bromus rubens,leaf area per leaf dry mass,27.787,m2.kg-1,"The same leaves used to calculate leaf area were used to calculate SLA, which is the ratio between the surface of the leaf (including the petiole) and its oven-dry weight.",40.6,-3.75,NA,http://datadryad.org/resource/doi:10.5061/dryad.53550,Carmona CP,carlos.perez@uam.es,public,15705727
Bromus rubens,leaf area per leaf dry mass,38.889,m2.kg-1,"The same leaves used to calculate leaf area were used to calculate SLA, which is the ratio between the surface of the leaf (including the petiole) and its oven-dry weight.",40.6,-3.75,NA,http://datadryad.org/resource/doi:10.5061/dryad.53550,Carmona CP,carlos.perez@uam.es,public,15706076
Bromus rubens,leaf area per leaf dry mass,34.429,m2.kg-1,"The same leaves used to calculate leaf area were used to calculate SLA, which is the ratio between the surface of the leaf (including the petiole) and its oven-dry weight.",40.6,-3.75,NA,http://datadryad.org/resource/doi:10.5061/dryad.53550,Carmona CP,carlos.perez@uam.es,public,15706082
Bromus rubens,leaf area per leaf dry mass,37.207,m2.kg-1,"The same leaves used to calculate leaf area were used to calculate SLA, which is the ratio between the surface of the leaf (including the petiole) and its oven-dry weight.",40.6,-3.75,NA,http://datadryad.org/resource/doi:10.5061/dryad.53550,Carmona CP,carlos.perez@uam.es,public,15706060
Bromus rubens,leaf area,176.15,mm2,measured on two randomly selected leafs of each of the selected individuals of each species and quadrat,40.6,-3.75,NA,http://datadryad.org/resource/doi:10.5061/dryad.53550,Carmona CP,carlos.perez@uam.es,public,15705880
Bromus rubens,whole plant height,0.12,m,NA,40.6,-3.75,NA,http://datadryad.org/resource/doi:10.5061/dryad.53550,Carmona CP,carlos.perez@uam.es,public,15372791
Bromus rubens,leaf area,77.25,mm2,measured on two randomly selected leafs of each of the selected individuals of each species and quadrat,40.6,-3.75,NA,http://datadryad.org/resource/doi:10.5061/dryad.53550,Carmona CP,carlos.perez@uam.es,public,15705882
Bromus rubens,leaf area,59.6,mm2,measured on two randomly selected leafs of each of the selected individuals of each species and quadrat,40.6,-3.75,NA,http://datadryad.org/resource/doi:10.5061/dryad.53550,Carmona CP,carlos.perez@uam.es,public,15705860
Bromus rubens,whole plant height,0.12,m,NA,40.6,-3.75,NA,http://datadryad.org/resource/doi:10.5061/dryad.53550,Carmona CP,carlos.perez@uam.es,public,15372797
Bromus rubens,leaf area,80.75,mm2,measured on two randomly selected leafs of each of the selected individuals of each species and quadrat,40.6,-3.75,NA,http://datadryad.org/resource/doi:10.5061/dryad.53550,Carmona CP,carlos.perez@uam.es,public,15705843
Bromus rubens,leaf area,109.5,mm2,measured on two randomly selected leafs of each of the selected individuals of each species and quadrat,40.6,-3.75,NA,http://datadryad.org/resource/doi:10.5061/dryad.53550,Carmona CP,carlos.perez@uam.es,public,15705859
Bromus rubens,leaf area per leaf dry mass,60,m2.kg-1,"The same leaves used to calculate leaf area were used to calculate SLA, which is the ratio between the surface of the leaf (including the petiole) and its oven-dry weight.",40.6,-3.75,NA,http://datadryad.org/resource/doi:10.5061/dryad.53550,Carmona CP,carlos.perez@uam.es,public,15706040
Bromus rubens,leaf area per leaf dry mass,28.995,m2.kg-1,"The same leaves used to calculate leaf area were used to calculate SLA, which is the ratio between the surface of the leaf (including the petiole) and its oven-dry weight.",40.6,-3.75,NA,http://datadryad.org/resource/doi:10.5061/dryad.53550,Carmona CP,carlos.perez@uam.es,public,15706032
Bromus rubens,leaf area,102.5,mm2,measured on two randomly selected leafs of each of the selected individuals of each species and quadrat,40.6,-3.75,NA,http://datadryad.org/resource/doi:10.5061/dryad.53550,Carmona CP,carlos.perez@uam.es,public,15706303
